,station_key,traffic_count,year,wgs84_latitude,wgs84_longitude
0,58280,8816,2006,-35.970558,146.009125
1,58533,11328,2006,-35.421974,144.887726
2,56730,263246,2006,-33.817001,151.212357
3,58300,5160,2006,-35.462181,147.622376
4,57178,433146,2006,-33.914284,150.907883
5,57097,666980,2006,-33.775299,151.135406
6,58353,8152,2006,-35.724926,147.312561
7,56317,86100,2006,-34.117558,150.739578
8,57073,608824,2006,-33.809544,151.106827
9,58383,232598,2006,-36.05291,146.933502
10,58556,7392,2006,-33.988861,145.697174
11,58006,3769,2006,-32.406441,148.400147
12,58305,1083,2006,-35.691383,146.874603
13,58523,36400,2006,-35.789063,145.561722
14,58347,26422,2006,-35.775764,148.010117
15,58521,20780,2006,-35.631554,145.570297
16,328016,10228,2006,-30.994934,148.379807
17,56856,364406,2006,-33.829678,151.146133
18,58635,1900,2006,-34.597153,143.569946
19,58294,13376,2006,-34.476021,147.779144
20,58077,21428,2006,-34.26141,148.267013
21,58342,42274,2006,-34.740437,146.559631
22,56008,19816,2006,-32.453426,150.849686
23,56959,307982,2006,-33.963131,151.04187
24,58114,9528,2006,-34.054626,148.236755
25,56844,742448,2006,-33.842159,151.147903
26,58245,11636,2006,-35.116753,147.053848
27,57314,73119,2006,-33.791531,150.919113
28,58204,25344,2006,-34.738258,146.578354
29,56827,546254,2006,-33.889046,151.060608
30,58519,3592,2006,-34.519596,144.859116
31,58663,5720,2006,-34.137169,142.187866
32,57537,534986,2006,-33.770508,150.667374
33,58276,5584,2006,-35.561646,146.703033
34,58254,42148,2006,-34.540688,146.369308
35,58241,11640,2006,-35.768288,147.963791
36,56474,2930,2006,-36.402557,148.417343
37,58608,32474,2006,-34.516502,144.8423
38,58370,27518,2006,-35.668449,147.037018
39,55494,31040,2006,-30.448483,153.005157
40,58247,5074,2006,-35.3344,146.271027
41,58295,6306,2006,-34.828533,147.538269
42,58061,126560,2006,-34.912739,148.168076
43,55385,230629,2006,-33.8741,151.19487
44,58301,3564,2006,-35.588886,147.539398
45,56454,19268,2006,-36.619923,149.401627
46,58517,19328,2006,-35.537163,144.995316
47,58246,8472,2006,-35.224461,146.711258
48,56694,452090,2006,-33.887417,151.173325
49,58088,76996,2006,-35.339401,149.311569
50,58345,41308,2006,-34.762287,146.542007
51,58283,11436,2006,-35.995384,146.101807
52,58200,36088,2006,-34.763397,146.54335
53,55306,706376,2006,-33.86618,151.203201
54,58349,69778,2006,-34.447533,147.534027
55,58133,84448,2006,-34.313137,148.29657
56,58605,21170,2006,-35.523926,144.983246
57,58128,30986,2006,-34.551708,148.358292
58,58147,32000,2006,-34.561783,148.128342
59,58357,48140,2006,-35.994083,146.391357
60,56306,109984,2006,-34.223099,150.593338
61,58351,30004,2006,-34.449036,147.533874
62,58275,8712,2006,-35.242031,146.668549
63,55318,370030,2006,-33.888699,151.191421
64,56951,822950,2006,-33.940006,151.012375
65,328020,5880,2006,-34.095482,142.062927
66,55729,310350,2006,-32.822712,151.63385
67,56416,37614,2006,-36.105434,150.056808
68,56243,180772,2006,-34.425777,150.888489
69,58386,46664,2006,-36.082058,146.909347
70,58306,11852,2006,-35.656525,147.107559
71,58069,25360,2006,-34.300888,148.303223
72,58270,41228,2006,-34.691673,146.489822
73,56613,629988,2006,-33.890221,151.239777
74,58171,10512,2006,-34.50581,148.052261
75,58304,6172,2006,-35.676247,147.327881
76,58176,11444,2006,-34.606853,149.801086
77,57719,6508,2006,-31.58238,149.22644
78,58590,2232,2006,-35.592781,145.953781
79,58155,10136,2006,-34.444576,149.481934
80,58659,5548,2006,-32.409927,142.402802
81,58534,6296,2006,-35.407127,144.877975
82,58530,302332,2006,-36.12035,144.754028
83,58638,103422,2006,-36.109779,144.753525
84,58081,3786,2006,-34.51049,147.898285
85,57713,6258,2006,-30.125902,149.801788
86,58680,49278,2006,-34.164234,142.178711
87,58134,16518,2006,-34.6805038452148,149.690475463867
88,58535,3158,2006,-34.523533,144.83876
89,56487,340,2006,-36.524296,148.259415
90,57643,10576,2006,-28.617474,150.365082
91,56980,328608,2006,-33.961929,151.037201
92,58558,9016,2006,-33.492786,145.533081
93,58348,15204,2006,-34.446671,147.534393
94,58003,9188,2006,-33.223145,149.043945
95,58612,6124,2006,-33.480766,145.534805
96,55423,37502,2006,-33.873695,151.195328
97,58228,15320,2006,-34.154148,147.388718
98,58848,99120,2006,-33.425926,149.691452
99,58623,4228,2006,-35.47966,144.311966
100,58551,9276,2006,-35.355621,145.720841
101,58537,7500,2006,-34.631035,144.298248
102,58617,32840,2006,-35.812176,145.566589
103,58698,39816,2006,-33.509514,150.27977
104,57176,626544,2006,-33.937553,150.913849
105,58108,37452,2006,-35.167866,149.253357
106,56153,239292,2006,-33.39595,151.345932
107,58325,160360,2006,-35.120396,147.379486
108,58344,48364,2006,-34.743385,146.537491
109,58115,8524,2006,-34.721787,148.046356
110,58569,2694,2006,-35.264847,143.629303
111,58289,5012,2006,-34.335247,146.218277
112,58211,8536,2006,-33.913654,147.170181
113,55760,479564,2006,-32.81049,151.673676
114,56705,1235744,2006,-33.869068,151.185349
115,58335,42172,2006,-35.296211,148.22197
116,58320,7096,2006,-35.430229,147.609772
117,58567,5396,2006,-33.884274,146.129074
118,57419,366888,2006,-33.770763,151.094559
119,328017,4424,2006,-30.096804,145.991592
120,58227,16024,2006,-34.030842,147.31752
121,58572,3944,2006,-34.979599,143.453094
122,56418,6194,2006,-36.764797,149.260757
123,58145,9456,2006,-35.188198,149.540726
124,58329,9044,2006,-35.714962,148.04779
125,58355,81098,2006,-35.725365,147.312729
126,58179,3700,2006,-35.550861,149.649353
127,55712,36599,2006,-33.100418,151.629105
128,56223,152492,2006,-34.117878,150.698563
129,58509,2774,2006,-29.54801,148.673126
130,58193,77788,2006,-35.152481,147.476913
131,56493,30524,2006,-36.440582,148.605881
132,58127,20168,2006,-34.558098,148.379456
133,58371,15712,2006,-35.667336,147.039795
134,57042,515806,2006,-33.809143,151.025696
135,328010,10164,2006,-32.080814,149.648331
136,57990,4570,2006,-33.042076,149.065292
137,58186,17234,2006,-35.580139,147.532364
138,58354,90058,2006,-35.724705,147.313202
139,58760,4860,2006,-33.527157,149.724548
140,58063,16380,2006,-35.185589,147.878983
141,57365,421568,2006,-33.730938,151.017548
142,58271,4916,2006,-34.127449,146.107574
143,58338,162148,2006,-35.095001,147.347794
144,58594,12592,2006,-35.889408,145.703613
145,58212,14768,2006,-33.922794,147.200333
146,57518,337506,2006,-33.769199,150.761856
147,58673,27436,2006,-31.960743,141.439178
148,58203,18696,2006,-34.929657,146.317154
149,57988,46488,2006,-32.343056,148.768646
150,58315,28060,2006,-35.987396,146.621841
151,56838,673422,2006,-33.836475,151.085938
152,58260,2676,2006,-34.309788,147.81366
153,58352,70444,2006,-35.714176,147.321228
154,56419,12040,2006,-36.92498,149.221268
155,58231,3590,2006,-34.447464,147.522369
156,58333,2858,2006,-36.171692,148.035171
157,58312,16024,2006,-35.936092,146.886673
158,57828,42128,2006,-33.110325,148.174591
159,58377,5492,2006,-35.320045,148.066544
160,56296,52164,2006,-34.586018,150.271423
161,58297,76816,2006,-35.131641,147.353195
162,56427,6032,2006,-35.752174,148.51828
163,58244,3644,2006,-35.069973,147.111801
164,55304,757052,2006,-33.860836,151.213791
165,58109,8200,2006,-34.851803,149.244156
166,56469,5640,2006,-36.847767,149.36087
167,56486,12872,2006,-36.414921,148.586685
168,57102,126065,2006,-33.798531,151.138992
169,58177,10330,2006,-34.876907,149.684677
170,58170,11672,2006,-34.378304,148.597214
171,58066,4165,2006,-34.652634,148.015045
172,58363,78664,2006,-34.551659,146.404755
173,58292,3084,2006,-34.360863,147.208435
174,57831,30466,2006,-32.55653,148.232864
175,58589,5344,2006,-35.423321,145.707413
176,55710,368378,2006,-32.818165,151.692841
177,56392,281840,2006,-34.65646,150.854126
178,58307,7724,2006,-35.708405,147.282913
179,58395,40616,2006,-35.879559,146.998672
180,58356,54650,2006,-35.994389,146.390717
181,58520,16672,2006,-35.563614,145.052734
182,56881,325766,2006,-33.811386,151.199509
183,58637,2108,2006,-34.666584,143.562012
184,57174,987466,2006,-33.939297,150.921341
185,58235,38368,2006,-35.19231,147.328308
186,55869,283882,2006,-32.963619,151.695831
187,55726,528022,2006,-33.395687,151.297058
188,55724,142640,2006,-33.208641,151.516586
189,56459,10236,2006,-36.150887,148.882217
190,58220,40000,2006,-35.019356,147.417313
191,58552,15876,2006,-34.599117,145.983612
192,58229,22652,2006,-34.43811,147.529999
193,58570,13344,2006,-35.30814,143.619232
194,57183,388484,2006,-33.904961,150.917831
195,55783,270536,2006,-32.987953,151.518845
196,58411,8576,2006,-31.807268,147.740875
197,58263,5784,2006,-33.883633,146.684067
198,58293,11246,2006,-34.498222,147.507584
199,58622,11364,2006,-35.524208,144.933411
200,58286,44020,2006,-34.283184,146.00856
201,58238,5616,2006,-35.301952,148.056839
202,58639,9084,2006,-34.941238,143.479355
203,56473,26474,2006,-36.376331,148.676712
204,58080,13712,2006,-34.500065,147.872894
205,58257,20836,2006,-34.332764,146.145615
206,58130,65476,2006,-35.344505,149.250183
207,56297,166432,2006,-34.617638,150.214416
208,57011,491110,2006,-33.832489,151.016388
209,58524,46828,2006,-35.813709,145.558685
210,58358,20960,2006,-36.001293,146.39064
211,56801,212574,2006,-33.889008,151.133102
212,58574,4752,2006,-35.649769,144.413742
213,58215,17260,2006,-35.327759,148.23764
214,58393,40872,2006,-33.925232,147.236633
215,55329,239762,2006,-33.898201,151.177399
216,58375,102644,2006,-34.290138,146.063187
217,58385,45013,2006,-36.075298,146.926163
218,58394,5436,2006,-35.813152,146.684021
219,58225,62268,2006,-35.117962,147.369003
220,58336,11694,2006,-35.292641,148.227982
221,58584,7676,2006,-35.304813,145.197739
222,56845,813654,2006,-33.869789,151.112778
223,58604,16692,2006,-35.6404,145.586594
224,328009,16236,2006,-30.206003,149.587982
225,56224,126060,2006,-34.546795,150.785126
226,58113,19988,2006,-34.2810020446777,148.363571166992
227,58274,5288,2006,-35.333248,146.245651
228,58196,58844,2006,-35.129936,147.315399
229,58391,5744,2006,-35.648388,146.306885
230,58531,24044,2006,-36.00071,144.827393
231,58387,147328,2006,-36.083645,146.909882
232,56425,29064,2006,-36.255444,149.032303
233,57429,756540,2006,-33.708275,151.116898
234,56975,133426,2006,-33.9051513671875,151.041351318359
235,58248,2012,2006,-35.321392,146.275986
236,57128,560632,2006,-33.718727,151.110672
237,57725,4196,2006,-30.382442,149.795624
238,58591,3476,2006,-35.085148,144.021057
239,56649,1224390,2006,-33.925007,151.214737
240,57729,2782,2006,-31.120571,149.635513
241,58626,44692,2006,-35.534504,144.949234
242,57423,195620,2006,-33.708252,151.116745
243,328023,43092,2006,-33.422489,149.556534
244,58141,110554,2006,-35.055489,148.095398
245,58269,3812,2006,-34.981071,147.836288
246,57840,17442,2006,-33.828854,148.712372
247,58272,26976,2006,-34.465817,146.016357
248,58067,21092,2006,-34.519371,148.164276
249,58191,33440,2006,-35.946468,146.42334
250,58593,9420,2006,-35.913952,145.706635
251,58131,58282,2006,-34.838669,148.908371
252,58192,12836,2006,-35.94038,146.413803
253,58072,15356,2006,-34.425968,148.697754
254,58350,7730,2006,-34.448627,147.535294
255,58528,22740,2006,-35.294258,145.794479
256,56472,34384,2006,-36.363407,148.829636
257,57297,250384,2006,-33.767948,150.904663
258,55715,149173,2006,-33.530308,151.200348
259,58669,5764,2006,-34.105148,141.923019
260,58097,7896,2006,-35.087337,148.042816
261,58649,6752,2006,-31.859758,141.882813
262,56895,809756,2006,-33.997036,151.116333
263,58699,20742,2006,-33.537601,150.327103
264,58364,35622,2006,-34.566723,146.410828
265,56440,29116,2006,-36.366638,148.689606
266,58560,12132,2006,-33.481495,145.535873
267,58258,38548,2006,-34.287651,146.065857
268,58219,18412,2006,-35.918716,147.001556
269,58259,12700,2006,-34.110081,145.854813
270,58313,5792,2006,-35.702808,146.862793
271,58373,63382,2006,-34.300381,146.046631
272,58074,29192,2006,-34.568203,148.422897
273,58068,24588,2006,-34.328087,148.287643
274,58647,31300,2006,-34.290379,142.29097
275,58518,5966,2006,-36.022472,144.95018
276,58522,41372,2006,-35.647587,145.574127
277,57476,352910,2006,-33.989937,150.8526
278,58588,12512,2006,-35.459251,145.019394
279,56896,514634,2006,-34.011719,151.126007
280,58184,25400,2006,-35.218132,147.780441
281,58213,17268,2006,-34.309448,147.090439
282,58197,43240,2006,-35.090866,147.138534
283,56349,520746,2006,-34.465652,150.845032
284,58327,8560,2006,-35.557957,147.667786
285,56302,124436,2006,-34.485901,150.414932
286,57133,107923,2006,-33.711651,151.296783
287,58255,5946,2006,-34.510292,146.18634
288,58202,16728,2006,-34.762707,146.534653
289,57443,24388,2006,-33.750919,151.065918
290,58232,10292,2006,-34.81559,147.532242
291,58168,11440,2006,-35.12981,149.656128
292,57263,326176,2006,-33.814598,150.965225
293,58151,45008,2006,-35.450745,149.814087
294,58583,4028,2006,-34.852745,144.766663
295,58360,40490,2006,-36.003418,146.382752
296,58625,2586,2006,-35.688679,145.805557
297,58132,9608,2006,-34.859917,148.916382
298,58602,12120,2006,-35.650002,145.693451
299,58536,19016,2006,-34.520679,144.833786
300,57293,356360,2006,-33.769943,150.912094
301,57458,26548,2006,-33.607098,151.161026
302,58278,6868,2006,-35.718269,145.982407
303,57683,8008,2006,-31.405266,149.245285
304,58343,46866,2006,-34.748203,146.550308
305,58340,43788,2006,-35.271656,147.121231
306,58540,5192,2006,-35.415436,144.866715
307,55307,387722,2006,-33.86129,151.209854
308,58597,14322,2006,-34.500591,144.845779
309,58273,4604,2006,-35.005516,146.752686
310,58359,64104,2006,-36.003658,146.393921
311,56744,578596,2006,-33.929401,151.156433
312,58381,163904,2006,-36.040642,146.957092
313,58529,8430,2006,-35.241886,145.815781
314,58578,6340,2006,-35.573338,144.201584
315,58362,22064,2006,-36.010723,146.371323
316,56819,789360,2006,-33.859497,151.076492
317,58554,6312,2006,-33.841671,146.276962
318,56976,457548,2006,-33.933296,151.039734
319,58310,42644,2006,-35.823685,146.993912
320,58169,26464,2006,-34.663414,148.818375
321,58631,25294,2006,-34.575878,142.76651
322,58525,30364,2006,-35.631622,145.581757
323,58321,80212,2006,-35.942879,147.125092
324,56393,141952,2006,-34.596828,150.847763
325,56863,240394,2006,-33.825085,151.178818
326,58611,19802,2006,-33.485302,145.53186
327,56475,4816,2006,-37.230785,149.274811
328,58284,8344,2006,-35.562935,148.312469
329,56868,529186,2006,-33.787891,151.179306
330,328014,111068,2006,-36.00296,146.003143
331,58365,9266,2006,-34.808632,147.1978
332,57852,20842,2006,-33.042568,148.860825
333,58644,34780,2006,-34.141636,142.169144
334,56480,2312,2006,-36.347256,148.834564
335,58577,8360,2006,-35.630219,144.125
336,58189,46116,2006,-36.060165,146.837402
337,55826,362388,2006,-32.745865,151.580826
338,58550,6072,2006,-35.359398,145.743225
339,58050,64480,2006,-34.867035,148.956513
340,58118,41752,2006,-35.44516,149.79924
341,58636,8010,2006,-34.666443,143.563263
342,58076,20088,2006,-34.539425,148.323318
343,58195,51900,2006,-35.123631,147.308487
344,58178,8492,2006,-34.335678,149.368362
345,58573,6996,2006,-34.976185,143.442749
346,57612,12636,2006,-29.529783,150.197525
347,58526,11800,2006,-35.416668,145.693588
348,56455,28700,2006,-36.577324,149.312332
349,56423,11824,2006,-36.24604,149.037537
350,58599,35326,2006,-35.356613,145.730102
351,328019,187928,2006,-34.183842,142.172943
352,58249,2932,2006,-35.356743,146.276688
353,55719,600998,2006,-33.278683,151.40567
354,58668,3253,2006,-34.106213,141.917526
355,58328,2536,2006,-35.580383,148.332809
356,58444,4304,2006,-30.037298,145.963333
357,58265,25736,2006,-33.928139,147.176712
358,56981,495948,2006,-33.9292488098145,150.979049682617
359,58183,56400,2006,-35.214565,147.809433
360,58163,6092,2006,-34.570393,148.354233
361,58527,13554,2006,-35.403187,145.709549
362,57025,529798,2006,-33.823917,151.051331
363,58627,3244,2006,-35.552425,144.879623
364,58337,58882,2006,-35.108372,147.370804
365,58256,19840,2006,-34.353817,146.214874
366,57837,8536,2006,-33.249622,149.068283
367,58346,22100,2006,-35.770786,147.990723
368,57912,5192,2006,-33.649349,148.664551
369,58686,21150,2006,-34.174644,142.196579
370,55888,384762,2006,-33.181824,151.467636
371,58302,11056,2006,-35.363415,147.262299
372,58795,27708,2006,-33.482677,149.415604
373,58613,5596,2006,-35.177158,143.440781
374,56371,100238,2006,-34.161606,150.981125
375,58374,71600,2006,-34.289154,146.050415
376,58651,2280,2006,-31.99029,141.341705
377,58609,40788,2006,-34.504509,144.844406
378,56802,522484,2006,-33.885006,151.136261
379,56776,728932,2006,-33.922554,151.068237
380,58240,2249,2006,-35.495914,148.151977
381,58442,4604,2006,-30.049078,145.937103
382,58595,3938,2006,-35.892536,145.692566
383,58581,88456,2006,-36.104759,144.742371
384,58185,34818,2006,-35.432598,147.628342
385,58122,55972,2006,-34.638142,148.024643
386,328011,1752,2006,-33.758228,147.545868
387,58194,132532,2006,-35.122372,147.325088
388,58555,6688,2006,-34.149712,145.22403
389,56457,55092,2006,-36.238735,149.113983
390,58208,24784,2006,-34.343903,147.075897
391,58317,4598,2006,-36.103149,147.03627
392,58182,7152,2006,-34.675236,146.218658
393,328024,30416,2006,-32.649929,149.66156
394,58543,5900,2006,-35.500816,144.87706
395,58481,5384,2006,-30.095442,145.936707
396,55720,418832,2006,-33.437263,151.363052
397,58314,8768,2006,-35.796322,146.786392
398,58062,53160,2006,-35.175068,147.880112
399,58382,84836,2006,-36.050468,146.932236
400,58311,72788,2006,-35.991581,146.898407
401,58546,36900,2006,-35.337032,143.568924
402,58073,6252,2006,-34.465618,148.694977
403,58341,17464,2006,-33.921597,147.199295
404,58618,15196,2006,-35.516506,144.989075
405,58123,14738,2006,-34.642288,148.026337
406,56435,10684,2006,-36.936531,149.222305
407,58545,3936,2006,-35.400024,144.186554
408,58051,13356,2006,-34.864609,148.978989
409,58124,19426,2006,-35.080715,148.096939
410,58148,51000,2006,-34.766384,148.762833
411,56245,30014,2006,-34.566525,150.662857
412,58606,17128,2006,-35.522133,144.981323
413,57915,6650,2006,-33.2901,148.716217
414,58557,4230,2006,-33.971626,145.698746
415,58607,8824,2006,-35.505722,144.968674
416,56745,339056,2006,-33.946026,151.172195
417,58058,112584,2006,-34.817825,149.601578
418,58308,2444,2006,-35.765297,147.378433
419,58389,140766,2006,-35.118591,147.366715
420,58234,123372,2006,-35.143894,147.457504
421,58412,6408,2006,-31.675589,147.410492
422,58268,14836,2006,-34.278732,146.551498
423,58236,39612,2006,-35.66766,147.037796
424,58299,72828,2006,-35.296635,147.710663
425,58261,12672,2006,-35.17194,147.515549
426,58154,19428,2006,-34.653706,148.034058
427,58125,107996,2006,-35.0891,148.080689
428,56914,481168,2006,-34.054104,151.046188
429,328005,14168,2006,-33.555233,150.837769
430,58331,940,2006,-35.845234,147.838608
431,58216,22096,2006,-35.344528,148.167923
432,57182,555778,2006,-33.916756,150.919952
433,56383,87860,2006,-34.300354,150.905579
434,58107,15828,2006,-34.071411,148.732193
435,58078,7008,2006,-34.299564,148.230026
436,58303,32568,2006,-35.61998,147.044113
437,58188,39360,2006,-35.950184,147.103073
438,57457,69492,2006,-33.607269,151.160721
439,58117,27140,2006,-34.436928,148.716629
440,56319,138806,2006,-34.232304,150.672165
441,56483,6488,2006,-35.997982,148.743729
442,58339,138448,2006,-35.116978,147.355392
443,58372,108172,2006,-34.287212,146.040237
444,58093,12751,2006,-35.336849,149.241623
445,58135,128220,2006,-34.982334,149.025269
446,58079,34964,2006,-34.414322,148.248459
447,58532,24660,2006,-35.553543,144.957153
448,58587,10552,2006,-34.890255,145.850143
449,58438,2072,2006,-30.033518,145.882553
450,58201,20952,2006,-34.763302,146.534622
451,56836,443068,2006,-33.856541,151.068039
452,55897,88462,2006,-32.284164,150.914703
453,58384,62402,2006,-36.076366,146.946426
454,58318,21980,2006,-36.090073,147.058472
455,57305,37280,2006,-33.771648,150.857834
456,58199,30152,2006,-34.990955,146.7426
457,58579,14364,2006,-35.580086,144.185059
458,58559,5432,2006,-33.473816,145.531479
459,58190,26052,2006,-35.966591,146.599655
460,58287,34036,2006,-33.92514,147.25563
461,58158,98914,2006,-34.754276,149.718719
462,55872,368782,2006,-32.92556,151.696289
463,58075,3916,2006,-34.552769,148.425522
464,56390,64199,2006,-34.384689,150.900024
465,58285,7516,2006,-33.710545,147.081848
466,58250,5728,2006,-33.695034,147.066223
467,57041,624764,2006,-33.793552,150.993912
468,58539,8956,2006,-34.497395,144.916763
469,58187,38982,2006,-35.749733,147.297592
470,58005,7578,2006,-31.443117,149.035965
471,58553,6762,2006,-34.468513,145.429764
472,58291,11516,2006,-34.361832,147.227005
473,55958,259880,2006,-32.918491,151.740524
474,58116,31124,2006,-34.434212,148.712891
475,58316,37500,2006,-36.088005,147.036148
476,58059,74232,2006,-34.80558,149.605118
477,58582,75324,2006,-36.098324,144.75325
478,58640,4836,2006,-32.081757,141.403915
479,57865,10316,2006,-33.237068,148.806442
480,58624,5272,2006,-34.564789,146.019592
481,58662,2416,2006,-33.716839,141.786301
482,56314,54208,2006,-34.572968,150.463501
483,58616,14412,2006,-35.829552,145.602081
484,58436,1958,2006,-29.009483,145.711334
485,56381,29996,2006,-34.259045,150.9702
486,58576,9228,2006,-35.517757,144.204758
487,58198,27688,2006,-35.079506,147.100006
488,55717,11894,2006,-32.65453,151.967926
489,58210,34674,2006,-33.922207,147.200958
490,328018,7040,2006,-33.623749,145.53096
491,57430,176476,2006,-33.684055,151.110504
492,56965,468474,2006,-33.8876495361328,151.039489746094
